,zip,city,state,latitude,longitude,countyname,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
5633,79414,Lubbock,TX,33.550335,-101.91660999999999,Lubbock County,99900,99600,99100,99200,99600,99900,100100,100300,100500,101300,102800,104100
5634,14456,Geneva,NY,42.853039,-76.99394000000001,Ontario County,103100,105300,107000,109200,111600,113700,116000,118000,119200,120000,120500,120600
5635,49829,Escanaba,MI,45.751671,-87.08951,Delta County,81000,81600,82700,83200,83300,84100,85700,87600,89400,90600,91000,91100
5636,50125,Indianola,IA,41.354068,-93.57506,Warren County,190500,190000,189100,189600,191600,193400,194500,195500,196400,197100,197800,198400
5637,73139,Oklahoma City,OK,35.388461,-97.52713,Oklahoma County,116200,116400,116500,116700,117200,118000,118600,119100,119700,120500,121300,121800
5638,27501,Angier,NC,35.494384000000004,-78.71,Harnett County,159700,161100,163000,164600,165900,167400,168200,168100,168600,170800,173000,173800
5639,38351,Lexington,TN,35.658409000000006,-88.40535,Henderson County,92800,94000,94800,95200,95500,95300,95500,96600,97800,98100,98100,98200
5640,4102,Portland,ME,43.658632,-70.2911,Cumberland County,283800,287200,289800,291600,294700,298400,301500,304100,307000,309500,311400,312600
5641,33037,Key Largo,FL,25.137660999999998,-80.40735,Monroe County,547600,571600,596400,609100,613400,613300,615400,617500,614400,607700,606600,609300
5642,84040,Layton,UT,41.086894,-111.9271,Davis County,310400,313200,315400,318100,324000,330700,336200,341500,347100,351600,353100,352200
5643,44223,Cuyahoga Falls,OH,41.1486,-81.51241,Summit County,144800,146600,148300,149100,149200,148900,148500,148500,149000,150000,151300,152200
5644,68130,Omaha,NE,41.240035999999996,-96.18016999999999,Douglas County,289100,290300,292000,294000,297100,299900,301400,303300,305700,306200,304800,304300
5645,53022,Germantown,WI,43.219155,-88.12043,Washington County,274900,277100,278300,278200,278700,279000,277900,276300,276900,277900,277000,275500
5646,98075,Sammamish,WA,47.584879,-122.033685,King County,1060700,1073700,1080500,1081100,1083100,1082400,1075500,1067400,1064100,1061800,1060000,1062100
5647,89144,Las Vegas,NV,36.181142,-115.32557,Clark County,334700,341300,345500,347900,352200,357600,361700,365500,369600,373400,376500,378900
5648,11423,New York,NY,40.714261,-73.76824,Queens County,520100,524400,527700,530700,535100,540300,544000,547000,552100,560100,568500,573700
5649,47265,North Vernon,IN,39.011225,-85.63325,Jennings County,101900,102800,103700,104300,104900,105300,106400,108700,111000,112100,112500,112600
5651,80109,Castle Rock,CO,39.380857,-104.89947,Douglas County,451500,455100,456900,456300,455600,455800,456500,457200,458300,460100,461700,462700
5652,29532,Darlington,SC,34.291269,-79.8761,Darlington County,66700,66100,65900,66300,66800,66400,64700,63100,63300,64900,66600,67300
5653,33431,Boca Raton,FL,26.381303999999997,-80.09623,Palm Beach County,387000,389500,390500,392400,395600,398800,400500,401700,402000,401100,400100,400400
5654,79065,Pampa,TX,35.533093,-100.96041,Gray County,78100,78200,78000,78000,78200,78500,78800,79600,80300,80500,80700,81000
5655,11563,Lynbrook,NY,40.656974,-73.67305999999999,Nassau County,470600,475600,481100,485900,490100,494200,497600,498400,498500,500100,502700,505200
5656,76135,Fort Worth,TX,32.823629,-97.45167,Tarrant County,172800,174900,175700,175900,176700,177900,178900,179800,181300,183400,185800,187400
5657,29671,Pickens,SC,34.912476,-82.71136,Pickens County,131500,134200,136700,138200,139200,140800,142600,143200,143400,144500,145900,147000
5658,43138,Logan,OH,39.530972,-82.40801,Hocking County,114800,117800,120400,121900,122600,123200,124000,125100,125800,126800,128500,129900
5659,44314,Akron,OH,41.040155,-81.55914,Summit County,44000,44800,45200,45500,45400,45300,45700,46500,47300,47700,48100,48700
5660,23221,Richmond,VA,37.557626,-77.48844,Richmond City,418400,422200,423400,424300,428200,431200,430500,428600,428600,431300,434300,435500
5661,38133,Bartlett,TN,35.208709000000006,-89.80518000000001,Shelby County,139900,141300,142600,143900,145100,145900,146800,147800,148700,148800,149000,149600
5662,98053,Redmond,WA,47.640972,-122.03318,King County,897600,905000,905500,904600,907500,907700,901300,896400,895400,892200,888100,889400
5663,1581,Westborough,MA,42.269845000000004,-71.61408,Worcester County,495400,494300,493900,493300,494800,498300,501000,502100,504000,506200,510100,514800
5664,19023,Darby,PA,39.916261999999996,-75.26517,Delaware County,63600,65700,67300,68200,68500,68400,68500,69000,69400,69800,70700,71500
5665,95519,McKinleyville,CA,40.963482,-124.07286,Humboldt County,304500,306000,307300,308700,310400,312300,314300,316100,317000,316200,315400,315400
5666,97415,Brookings,OR,42.098285,-124.27265,Curry County,330100,330100,330700,332500,335800,340600,339700,331300,328300,336500,345300,348900
5667,22303,Huntington,VA,38.792863,-77.07964,Fairfax County,449500,453100,454900,455500,457800,460200,461900,463800,465500,466500,467300,468700
5668,13790,Johnson City,NY,42.125725,-75.96686,Broome County,68800,69600,70800,72200,74100,75800,77200,78500,79800,80700,81300,82000
5669,99515,Anchorage,AK,61.12294300000001,-149.88852,Anchorage Borough,405100,404000,401900,399700,399200,400900,401700,401700,401400,402100,404500,406800
5670,55430,Brooklyn Center,MN,45.059265,-93.29977,Hennepin County,176800,178900,180600,182100,183400,184500,185800,187000,188000,189600,191300,192700
5671,60045,Lake Forest,IL,42.238087,-87.86093000000001,Lake County,804000,805700,803800,798000,791000,784600,778200,774000,774700,774900,771200,768700
5672,48393,Wixom,MI,42.532251,-83.53378000000001,Oakland County,257800,258300,258500,259400,261700,264000,265100,265400,264700,263100,261800,261400
5673,32305,Tallahassee,FL,30.130775,-84.40662900000001,Leon County,79600,81000,83500,86000,88600,91200,93300,94400,95900,97600,98100,98000
5674,8057,Moorestown-Lenola,NJ,39.968962,-74.9489,Burlington County,472100,472800,474300,475500,479000,482300,483300,481600,477800,475700,475700,475100
5675,75602,Longview,TX,32.474499,-94.712,Gregg County,77300,74900,72200,70800,70200,70000,69900,70100,71100,71600,71000,70100
5676,50009,Altoona,IA,41.644715999999995,-93.46641,Polk County,205800,206900,208700,211300,214000,215500,215700,215200,214700,214300,214400,215400
5677,44149,Strongsville,OH,41.316784000000006,-81.854005,Cuyahoga County,210100,211400,212100,212900,214200,214900,214800,214600,214200,214900,216100,217300
5678,60473,South Holland,IL,41.597471999999996,-87.59909,Cook County,134300,135800,136600,137100,137900,138800,139400,139700,140300,140900,141400,142000
5680,85748,Tucson,AZ,32.216926,-110.76851,Pima County,233300,234100,234400,235000,235300,234800,235300,236500,237200,237400,237400,237200
5681,7950,Parsippany-Troy Hills,NJ,40.842399,-74.48223,Morris County,468400,469800,471500,473300,474800,475100,473800,471300,469300,467800,466800,466800
5682,53538,Fort Atkinson,WI,42.924942,-88.84813,Jefferson County,164100,166000,168300,170200,172000,173300,172800,172100,172800,174300,175600,176900
5683,29341,Gaffney,SC,35.10425,-81.69232,Cherokee County,90800,91900,93100,94000,95000,95900,96300,96600,97200,97900,98900,99500
5684,84128,West Valley City,UT,40.694746,-112.04003999999999,Salt Lake County,271800,275900,279400,281100,282800,285900,289600,293200,296400,300100,303900,307300
5685,11768,Fort Salonga,NY,40.905646999999995,-73.33114,Suffolk County,609300,610400,611800,606700,597900,591100,589500,586500,585900,589800,597200,602700
5686,95746,Granite Bay,CA,38.743811,-121.19013000000001,Placer County,749500,757700,765200,766800,767700,768000,768100,768700,770100,769700,770800,774000
5687,45219,Cincinnati,OH,39.12721,-84.50988000000001,Hamilton County,113300,113400,114400,115200,115300,115700,117600,120000,122700,126200,131100,135000
5688,53121,Elkhorn,WI,42.711104999999996,-88.54214,Walworth County,209700,211200,211800,211900,213000,215300,217100,217700,218400,220100,221600,222400
5689,15147,Penn Hills,PA,40.498218,-79.83426,Allegheny County,86300,87700,89500,91300,93400,95400,96900,98100,98800,99600,100600,101400
5690,97232,Portland,OR,45.52874,-122.6446,Multnomah County,688500,691300,688600,683300,678200,673000,667500,664500,663100,660800,656800,654600
5691,70611,Lake Charles,LA,30.32797,-93.2109,Calcasieu Parish,210800,211700,212000,212700,212200,211500,212000,212900,213500,212800,210800,209100
5692,86323,Chino Valley,AZ,34.765452,-112.45931000000002,Yavapai County,275300,280200,284200,285300,285400,285900,287600,289800,292800,295100,295400,295000
5693,38614,Clarksdale,MS,34.196126,-90.59442,Coahoma County,87100,85500,85400,85500,84700,82600,80600,78900,77600,76500,75300,74800
5694,28630,Granite Falls,NC,35.811919,-81.43478,Caldwell County,111300,110500,109500,109400,109900,110500,111700,113400,115600,118300,121100,122600
5695,91768,Pomona,CA,34.06521,-117.77932,Los Angeles County,405100,408200,409600,409800,410200,410800,411200,411900,413200,414300,414900,415600
5696,7095,Woodbridge,NJ,40.557103999999995,-74.28316,Middlesex County,260600,264900,269300,273200,277000,279800,280900,282000,284300,286100,287100,288500
5697,7203,Roselle,NJ,40.653502,-74.26058,Union County,206000,209500,213000,216500,217900,218300,220800,224000,225200,227500,231100,232900
5698,70535,Eunice,LA,30.492895,-92.41578,Saint Landry Parish,92200,93300,94600,95500,96000,96500,96900,97200,97800,98200,98500,98900
5699,18976,Warrington,PA,40.240295,-75.13458,Bucks County,400800,401200,400700,401300,402100,402200,403600,406400,408500,409300,409600,409900
5700,33898,Lake Wales,FL,27.918187,-81.493521,Polk County,141000,142700,144100,144900,145600,146900,148000,148700,149300,150200,150900,151600
5701,43140,London,OH,39.892676,-83.43643,Madison County,154800,154300,154100,154000,154200,154300,154900,156200,157900,159800,161800,163300
5702,33634,Town 'n' Country,FL,28.005497,-82.54936,Hillsborough County,179500,182900,185400,187300,189500,191800,194200,196200,197500,198800,200400,202000
5703,8108,Collingswood,NJ,39.915263,-75.06401,Camden County,252000,253100,254500,256800,260200,264600,267600,268900,269300,269900,269600,269100
5704,76067,Mineral Wells,TX,32.810275,-98.10707,Palo Pinto County,98200,98100,97900,97900,98000,98200,99100,100400,101600,102400,103200,103500
5705,90240,Downey,CA,33.958363,-118.11986999999999,Los Angeles County,594700,602400,606600,606800,606800,606800,606100,608200,613100,618200,620100,620700
5706,7071,Lyndhurst,NJ,40.808415999999994,-74.12111,Bergen County,379400,384200,388000,391200,392400,392800,393800,393400,393100,394600,395600,395900
5707,55350,Hutchinson,MN,44.896255,-94.38604000000001,McLeod County,174500,174500,174100,174600,175500,175900,176100,177500,179200,180700,182300,183300
5708,35214,Forestdale,AL,33.558772,-86.89199,Jefferson County,74300,77700,80200,81600,82200,82200,82200,82600,84200,86600,88400,88900
5709,34736,Groveland,FL,28.571677,-81.86649,Lake County,201700,204900,208100,209700,210800,212100,213200,214500,216500,218700,220500,221700
5710,20720,Bowie,MD,38.986699,-76.78612,Prince Georges County,408300,410300,412400,415000,417100,417400,416400,416600,418500,420700,422500,424000
5711,34102,Naples,FL,26.142938,-81.79852,Collier County,2760300,2745000,2715000,2703500,2698700,2695300,2699200,2713200,2714700,2717400,2743900,2775800
5712,29506,Florence,SC,34.201299,-79.71722,Florence County,71900,72900,73000,71700,70600,70900,71200,71100,71000,70700,70300,70200
5713,32060,Live Oak,FL,30.285127000000003,-83.04106,Suwannee County,140200,141500,142900,143900,144900,145900,147200,147900,148600,149800,151300,152100
5714,33469,Tequesta,FL,26.968795,-80.0994,Palm Beach County,422900,431100,437800,440700,443200,446500,450400,454000,458300,462600,466300,468800
5715,7094,Secaucus,NJ,40.7885,-74.06,Hudson County,487000,499400,513500,521700,526300,525900,522000,519400,520200,519700,518000,518600
5716,49512,Kentwood,MI,42.888821,-85.5616,Kent County,203300,204500,205600,207200,209200,210600,211200,211800,213300,215700,218300,220000
5717,55441,Plymouth,MN,45.001996999999996,-93.42421,Hennepin County,329400,332400,334700,336300,337200,337400,337400,338000,339300,341200,343200,344900
5718,91340,San Fernando,CA,34.284935,-118.43821000000001,Los Angeles County,458300,464500,469200,471900,474500,476300,477900,479700,481600,483400,485100,486500
5719,19342,Glen Mills,PA,39.897677,-75.50109,Delaware County,434200,438300,441800,443100,443000,442600,442200,442000,441800,443900,448100,451400
5720,11714,Bethpage,NY,40.740662,-73.48631,Nassau County,444100,447300,450800,454500,458200,461900,464300,463900,463700,466800,471600,474700
5721,66605,Topeka,KS,39.013988,-95.65056,Shawnee County,72300,72000,72800,73500,74100,74400,74300,74700,75400,75800,75300,74700
5722,91010,Duarte,CA,34.137707,-117.96569,Los Angeles County,504200,508800,512400,514500,516500,517500,517300,515700,516300,520200,524400,526100
5723,6062,Plainville,CT,41.671548,-72.86294000000001,Hartford County,193700,193000,193000,193800,194900,196300,197900,199400,199600,199400,199200,199600
5725,84075,Syracuse,UT,41.086069,-112.06278999999999,Davis County,318100,325200,330200,334800,341400,347900,353300,358500,363200,366600,367800,366900
5726,15241,Upper Saint Clair,PA,40.329619,-80.07364,Allegheny County,297900,301000,303700,304900,306000,307400,308600,308800,308200,308400,309300,310100
5727,44142,Brook Park,OH,41.40035,-81.82055,Cuyahoga County,121100,121800,122200,123000,123700,123500,122900,122900,123500,124600,125800,126500
5728,48837,Grand Ledge,MI,42.749774,-84.7503,Eaton County,174200,175600,176600,177400,178400,178700,177800,176200,175200,175700,177000,178100
5729,85749,Tucson,AZ,32.299275,-110.74418999999999,Pima County,372200,374900,377400,378100,378000,377200,377600,379600,382900,385100,385600,385300
5730,37411,Chattanooga,TN,35.023824,-85.2333,Hamilton County,91900,94200,96100,96800,97600,99100,101100,103600,105700,107000,108100,109500
5731,29204,Columbia,SC,34.027955,-81.00008000000001,Richland County,104600,105600,106200,106700,107600,108300,109100,109400,110700,112900,114400,114400
5732,44017,Berea,OH,41.36995,-81.86259,Cuyahoga County,135900,136500,136600,137000,137300,137100,137000,137300,137800,138800,140300,141500
5733,38478,Pulaski,TN,35.204983,-87.01246,Giles County,101100,102100,102600,102800,102700,102100,102200,103600,104900,105000,104900,105000
5734,92106,San Diego,CA,32.7259,-117.23078999999998,San Diego County,1131500,1149900,1163000,1166400,1164800,1161100,1159800,1166300,1175400,1181200,1180800,1179300
5735,40031,La Grange,KY,38.407833000000004,-85.38475,Oldham County,241100,244600,244800,241600,238000,235400,235300,238500,242800,245600,246700,247100
5736,11747,Melville,NY,40.791593,-73.40543000000001,Suffolk County,553000,555900,556200,549000,544600,550800,560500,562800,561300,559300,558500,558000
5737,18235,Mahoning,PA,40.828682,-75.70596,Carbon County,160400,162600,163900,165100,167500,170300,170400,167800,166800,168900,172300,174700
5738,48094,Washington,MI,42.727731,-83.03846999999999,Macomb County,311200,313300,315000,316200,318800,321000,322100,323300,323300,321900,321500,322200
5739,99202,Spokane,WA,47.656692,-117.37898999999999,Spokane County,153700,154200,154800,156000,157600,158800,159600,160200,160900,161900,163100,163700
5740,75237,Dallas,TX,32.666984,-96.87633000000001,Dallas County,156000,158700,161100,163800,166900,168900,169700,170200,171200,172100,174400,177400
5741,13205,Syracuse,NY,43.010915999999995,-76.14501,Onondaga County,57500,55700,54300,54200,54700,55000,55400,56200,58200,60400,61600,61800
5742,75181,Mesquite,TX,32.735812,-96.55886,Dallas County,201200,203000,204500,205900,207300,208300,209200,209900,210600,211500,213800,216400
5743,60130,Forest Park,IL,41.871331,-87.81235,Cook County,257800,258800,259200,258800,258300,257500,256200,256100,257200,258800,259700,260400
5744,92316,Bloomington,CA,34.064062,-117.39432,San Bernardino County,318700,321000,322800,324700,327500,329900,332300,334500,335800,336700,338000,338900
5746,44126,Fairview Park,OH,41.441697,-81.85738,Cuyahoga County,166300,168300,169700,171100,172500,173200,173200,173400,173200,173700,174500,175500
5747,48854,Mason,MI,42.582902000000004,-84.44738000000001,Ingham County,159100,159600,159900,160900,163000,165200,167100,169000,170200,170500,171200,172200
5748,82414,Cody,WY,44.566114,-109.20826000000001,Park County,256400,258500,260100,262000,264700,267700,269100,269100,269500,271400,274600,277400
5749,28732,Fletcher,NC,35.437611,-82.48999,Henderson County,262400,265100,267400,268800,269700,270500,272100,273600,275600,278600,281800,284400
5750,84108,Salt Lake City,UT,40.744646,-111.81123000000001,Salt Lake County,533300,541700,549200,555600,562400,569200,574700,578200,579800,582600,587200,592200
5751,37212,Nashville,TN,36.133251,-86.80057,Davidson County,638400,642300,644200,645900,644500,639000,634700,634400,636500,638900,637300,635100
5753,6037,Berlin,CT,41.619048,-72.76734,Hartford County,273500,273400,273400,273600,274000,274600,275000,275300,275100,274600,274900,275900
5754,10990,Warwick,NY,41.259896000000005,-74.35837,Orange County,310900,317300,324400,328500,331000,334400,339400,342400,343300,344400,346100,346900
5755,67530,Great Bend,KS,38.363151,-98.78495,Barton County,82900,84300,84700,84000,83500,84000,84400,84400,84600,85100,85600,85800
5756,58401,Jamestown,ND,46.906983000000004,-98.72825999999999,Stutsman County,157700,157200,156800,157100,157400,157400,158300,160100,161800,162700,162700,162300
5757,33971,Lehigh Acres,FL,26.605990000000002,-81.70296,Lee County,161400,163000,164300,165900,167400,168500,169500,170300,170900,172400,174300,175400
5758,43952,Steubenville,OH,40.371185,-80.63426,Jefferson County,61900,64000,66700,69900,72600,73700,74200,73100,69700,66700,65100,64400
5759,48114,Brighton,MI,42.566097,-83.75725,Livingston County,283700,286500,288800,291300,294400,296300,296700,296000,295800,297200,299100,299300
5760,35661,Muscle Shoals,AL,34.759947,-87.62705,Colbert County,130400,130500,130900,131300,131500,131600,132400,134100,135600,136200,136300,136200
5761,44057,Madison,OH,41.80063,-81.06021,Lake County,132800,133300,133800,134300,135000,136000,136700,137000,137300,138200,138800,138500
5763,92860,Norco,CA,33.925885,-117.55978,Riverside County,523900,528500,532400,537500,544500,551300,557200,561900,563900,562500,562000,564200
5764,28036,Davidson,NC,35.490772,-80.82576,Mecklenburg County,388400,392800,396200,396700,397300,397600,397900,399500,402600,405100,407200,409300
5765,29102,Manning,SC,33.647611,-80.21281,Clarendon County,105800,107300,108600,110600,112200,112300,111800,112300,112600,112900,113800,114900
5766,49307,Big Rapids,MI,43.697651,-85.47815,Mecosta County,101100,102200,103000,103700,104400,104900,105300,105500,106700,109200,111800,113200
5767,2882,Narragansett,RI,41.432452000000005,-71.46351999999999,Washington County,436000,441900,448000,453200,460600,471700,485100,495500,500700,502900,505600,508200
5768,31312,Guyton,GA,32.313815999999996,-81.3908,Effingham County,183900,185800,185400,186300,187000,187800,188600,188100,189800,195400,201700,204500
5769,44906,Mansfield,OH,40.766056,-82.56749,Richland County,76200,76500,77000,77700,78400,78900,79200,79400,79900,80600,81400,81900
5770,38372,Savannah,TN,35.180946999999996,-88.18946,Hardin County,81400,82000,82300,82300,82100,81900,82000,82500,83200,83700,83900,84300
5771,27801,Rocky Mount,NC,35.935125,-77.77076,Nash County,35900,37500,39400,40300,40400,39800,39500,40000,40700,41400,41900,42000
5772,73018,Chickasha,OK,35.040526,-97.94723,Grady County,65800,67400,69400,70500,70900,71100,71600,72200,72800,73600,74400,75000
5773,33129,Miami,FL,25.757227,-80.20656,Miami-Dade County,618400,628700,639000,648000,655400,657400,658400,663400,671700,679900,686800,692400
5774,3842,Hampton,NH,42.93569,-70.82514,Rockingham County,387600,389500,392300,396100,401200,406400,410200,412400,414400,416100,417500,418800
5775,8260,North Wildwood,NJ,38.987556,-74.822,Cape May County,311700,316400,321100,323500,325800,327900,328900,331400,336400,341200,342600,342200
5776,97055,Sandy,OR,45.375143,-122.21021,Clackamas County,327600,332000,335900,338000,339700,343000,346700,348100,348100,349100,349900,349900
5777,79703,Midland,TX,31.984823,-102.13015,Midland County,146800,148800,151200,153500,156200,159500,163700,167500,172800,178900,183700,186400
5778,34771,Saint Cloud,FL,28.271939,-81.19645,Osceola County,283900,287500,291000,293000,294000,295000,296800,298100,299200,301800,305400,308100
5779,65738,Republic,MO,37.124302,-93.47407,Greene County,134500,135500,136200,136800,137400,138500,139800,141100,142300,143800,145700,147300
5780,73114,Oklahoma City,OK,35.568806,-97.52544,Oklahoma County,81500,81500,81200,80800,80600,80400,80000,79400,78400,77900,78600,79600
5781,30728,Lafayette,GA,34.696201,-85.25824,Walker County,88900,88700,89300,89600,90300,91200,91900,92000,93000,95800,99100,101200
5782,46619,South Bend,IN,41.667797,-86.31341,Saint Joseph County,58100,57900,57300,57200,57900,58900,59500,60600,61500,61700,61700,62100
5783,40204,Louisville,KY,38.238620000000004,-85.72626,Jefferson County,186000,187700,189000,189700,190300,191600,193200,194300,194300,194400,194600,195300
5784,46319,Griffith,IN,41.527235,-87.42458,Lake County,144000,144300,145300,146000,146600,147600,149200,151100,153000,154800,156100,157300
5785,72715,Bella Vista,AR,36.472567,-94.31606,Benton County,161800,162300,163000,163700,164100,163800,164000,164800,166400,168100,170200,171900
5786,30643,Hartwell,GA,34.366948,-82.9201,Hart County,135800,137300,141100,143600,145900,147600,148500,147700,147500,149900,153300,155900
5787,44830,Fostoria,OH,41.164209,-83.41054,Seneca County,71000,72000,73000,74000,74700,74400,74300,75000,75500,75900,76800,77300
5788,20646,La Plata,MD,38.528103,-76.98063,Charles County,314600,317300,320100,321900,323700,325500,326400,326800,328000,330300,332600,333900
5789,10310,New York,NY,40.63212,-74.11551,Richmond County,477400,484000,490300,497300,500100,499300,501600,507300,512500,519200,527200,532600
5790,35903,Gadsden,AL,33.996697999999995,-85.92496,Etowah County,69600,71300,73800,75000,75600,76900,78700,80400,81500,82300,83300,83900
5791,2915,East Providence,RI,41.7695,-71.35564000000001,Providence County,230300,229900,229800,230500,231200,231700,231800,231200,231400,232800,234000,234200
5792,11369,New York,NY,40.762854,-73.87051,Queens County,652300,661100,669200,675800,682300,687500,690200,693200,697700,700300,699200,697800
5793,61550,Morton,IL,40.613788,-89.46030999999999,Tazewell County,173100,171900,170500,171100,173200,175400,177000,178700,179900,180800,181300,181800
5794,33405,West Palm Beach,FL,26.669744,-80.0585,Palm Beach County,243600,248700,253400,256700,259200,262600,267000,270900,272900,273200,272300,271700
5795,7871,Sparta,NJ,41.035384,-74.63557,Sussex County,332100,331700,332800,335900,338300,339700,343400,348300,352700,354800,353300,350700
5796,85284,Tempe,AZ,33.338333,-111.92962,Maricopa County,410500,414800,418600,421500,423100,423600,424000,425000,426400,427900,429000,430100
5797,56377,Sartell,MN,45.622966,-94.20959,Stearns County,201200,203800,205800,207400,208900,210700,212800,214600,216100,217000,217600,218400
5798,38901,Grenada,MS,33.77132,-89.80301,Grenada County,95800,95900,96000,96100,96200,96100,96000,95900,95900,95900,95900,95800
5799,76009,Alvarado,TX,32.408183,-97.20956,Johnson County,151900,158700,165300,169800,173100,174800,174900,174400,174600,175300,175800,175500
5800,94301,Palo Alto,CA,37.443688,-122.15071,Santa Clara County,4502400,4584400,4645500,4668600,4698800,4707200,4667700,4613400,4593800,4576000,4526200,4490500
5801,28557,Morehead City,NC,34.729839,-76.75219,Carteret County,218100,220000,223200,224900,226100,227200,229900,233300,236100,236200,235700,235300
5802,48334,Farmington Hills,MI,42.5065,-83.35363000000001,Oakland County,255000,256600,257700,259100,261500,263100,262800,262400,262800,263600,263700,264000
5803,2170,Quincy,MA,42.267049,-71.01834000000001,Norfolk County,510600,516200,519700,522100,525400,528100,530200,532900,534900,535100,535200,536600
5804,16148,Hermitage,PA,41.232543,-80.45796999999999,Mercer County,119800,117600,115400,115100,115200,115500,116100,115500,115100,116100,117400,117900
5805,46703,Angola,IN,41.656797999999995,-85.0223,Steuben County,150200,151900,153000,153700,154400,155100,156500,159400,161900,163300,164500,165700
5806,29492,Charleston,SC,32.91583,-79.8846,Charleston County,519800,524000,527700,530400,532100,532200,531900,532300,534200,536000,537900,540100
5807,32226,Jacksonville,FL,30.453405,-81.52551,Duval County,228700,230500,231600,232000,233100,234200,235100,236000,238000,240300,241900,243000
5808,38141,Memphis,TN,35.016803,-89.84701,Shelby County,109500,109600,109500,110100,110700,111200,112000,112700,113400,114300,115400,116300
5809,2871,Portsmouth,RI,41.603929,-71.26099,Newport County,346600,356300,364000,367800,369600,371100,373200,375900,378500,379600,378300,376700
5810,50703,Waterloo,IA,42.513636,-92.32418,Black Hawk County,51500,53300,55300,56200,56000,55100,54800,55100,55800,57000,57800,57900
5811,18049,Emmaus,PA,40.533597,-75.49821999999999,Lehigh County,199700,199700,200800,202100,202800,203700,205500,207000,207900,208800,210100,211400
5812,83703,Boise,ID,43.668396,-116.25707,Ada County,254900,259200,264000,268400,273400,278000,281500,284600,288400,293100,299000,303500
5813,18020,Bethlehem,PA,40.656498,-75.32938,Northampton County,241700,242400,243000,243800,244600,244900,244600,243800,243300,243700,244800,245900
5814,24015,Roanoke,VA,37.258787,-79.97816,Roanoke City,167300,168800,170100,170800,170900,170700,170400,170300,171200,172700,174100,174900
5815,55803,Duluth,MN,46.972432,-92.10105,Saint Louis County,200500,201300,201700,202900,204600,205900,207200,208200,208400,208400,209100,209600
5816,8690,Hamilton,NJ,40.225409,-74.65918,Mercer County,275900,278000,280000,281400,282200,282400,282000,281200,281000,282100,283300,283500
5817,55906,Rochester,MN,44.064733000000004,-92.44426999999999,Olmsted County,247600,247800,247300,247300,248000,249000,250400,251600,252300,252800,253600,254500
5818,6443,Madison,CT,41.298648,-72.60938,New Haven County,423400,425700,427600,428100,428400,428300,427800,428300,429600,430200,429400,429600
5819,8034,Cherry Hill,NJ,39.908613,-74.99951,Camden County,258900,259600,261700,264400,266800,268000,269000,269800,269600,269900,270400,270800
5820,20037,Washington,DC,38.900394,-77.05126,District of Columbia,963900,983400,1003200,1008800,1008200,1007100,1008100,1011400,1009900,999700,996300,1004200
5821,36507,Bay Minette,AL,30.875697,-87.76592,Baldwin County,125900,127100,128200,129300,131100,131700,131500,131000,130700,129900,129800,130400
5822,70706,Denham Springs,LA,30.608471,-90.92758,Livingston Parish,171000,170600,170700,170500,169600,168300,168500,169100,169500,169900,171700,173300
5823,95367,Riverbank,CA,37.731272,-120.94365,Stanislaus County,313700,318100,319400,319600,319400,319600,318500,316600,316600,318100,319700,322300
5824,2554,Nantucket,MA,41.276758,-70.09089,Nantucket County,1591300,1619600,1648300,1663200,1671000,1673000,1677300,1687700,1702900,1720200,1738400,1751700
5825,97850,La Grande,OR,45.32627,-118.08197,Union County,169100,169800,170800,171500,172000,172400,175800,182600,189300,191900,193100,193900
5826,29410,Hanahan,SC,33.192514,-80.03063,Berkeley County,224700,225600,226800,228800,231300,233200,234400,234800,235900,237500,238300,238500
5827,41091,Union,KY,38.930285,-84.71603,Boone County,254400,256100,258400,260200,261300,261900,262100,261600,261000,261600,263500,265200
5828,27536,Henderson,NC,36.340681,-78.39425,Vance County,55800,55400,55000,55200,55600,56100,56700,57500,58200,58200,58100,58300
5829,78374,Portland,TX,27.884565000000002,-97.32054000000001,San Patricio County,183100,182700,181900,182500,184300,186100,186700,186300,188200,193800,199900,202800
5830,55344,Eden Prairie,MN,44.867013,-93.42557,Hennepin County,334700,336300,338200,341100,343400,344300,344200,343500,342600,343200,345100,347300
5831,23226,Richmond,VA,37.581696,-77.51709,Richmond City,321800,324800,326800,327300,328700,330600,332000,333100,334900,337900,341400,343600
5832,68128,La Vista,NE,41.183458,-96.05318,Sarpy County,178800,180400,181800,182700,183600,184600,185200,185400,185900,186900,187700,188000
5833,21214,Baltimore,MD,39.351857,-76.56399,Baltimore City,150500,154600,159300,163900,166800,168900,170400,169900,169300,170200,170800,170300
5834,76120,Fort Worth,TX,32.762631,-97.17527,Tarrant County,184200,185900,187100,187200,187000,187400,188900,189500,190200,191700,194000,195500
5835,29627,Belton,SC,34.517231,-82.49053,Anderson County,100000,101000,102900,106000,109600,112400,114500,116600,118600,120800,122800,123800
5836,19008,Broomall,PA,39.974378,-75.36083,Delaware County,343000,345200,346400,347700,348800,349600,349900,349900,350200,351200,352800,354200
5837,19073,Newtown,PA,39.98451,-75.41265,Delaware County,441000,443500,446100,448300,450300,452300,453900,454000,454600,458200,462800,465500
5838,26104,Parkersburg,WV,39.285724,-81.52639,Wood County,102100,102100,102200,102300,102400,102400,102500,103000,103500,103700,103800,103800
