,zip,city,state,latitude,longitude,countyname,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
0,60657,Chicago,IL,41.940832,-87.65852,Cook County,1028900,1034500,1037400,1038700,1041500,1042800,1042900,1044400,1047800,1049700,1048300,1047900
1,77494,Katy,TX,29.760833,-95.81104,Harris County,322700,326500,330400,332700,334500,335900,337000,338300,338400,336900,336000,336500
2,60614,Chicago,IL,41.922682,-87.65432,Cook County,1310100,1315300,1317900,1321100,1325300,1323800,1321200,1320700,1319500,1318800,1319700,1323300
3,79936,El Paso,TX,31.766354999999997,-106.29828,El Paso County,120300,120500,120800,121300,122200,123000,123600,124500,125600,126300,126800,127400
4,77449,Katy,TX,29.825908000000002,-95.7301,Harris County,173500,174600,175500,176400,176900,176900,177300,178000,178500,179300,180200,180700
5,77084,Houston,TX,29.839154999999998,-95.66391,Harris County,162600,162900,163600,164800,165500,166200,167300,168600,169500,170700,172300,173600
6,10467,New York,NY,40.872265000000006,-73.86936999999999,Bronx County,413100,413700,416600,420400,422800,425900,430100,433700,434500,435500,439100,443100
7,60640,Chicago,IL,41.973181,-87.6665,Cook County,782500,783800,785100,787700,788500,778400,763500,758400,756500,749000,744600,749200
8,11226,New York,NY,40.645255999999996,-73.95553000000001,Kings County,894600,915400,942500,969000,995600,1024700,1059600,1090700,1111800,1122700,1114600,1100500
9,94109,San Francisco,CA,37.792778000000006,-122.42188,San Francisco County,3754200,3751700,3761200,3810600,3876700,3942300,3982900,3993000,3999000,4014600,4009500,4016600
10,37013,Nashville,TN,36.055115,-86.64782,Davidson County,205700,208500,210600,212200,213700,214800,216100,218200,221000,223700,225800,227100
11,78660,Pflugerville,TX,30.450121999999997,-97.62299999999999,Travis County,240300,242000,243300,243900,244300,244900,245700,246500,246800,247300,248400,249600
12,32162,The Villages,FL,28.945246,-81.98760899999999,Sumter County,246600,249000,251100,252500,254000,255700,257700,259200,260900,263100,264500,264800
13,11375,New York,NY,40.720535,-73.84581999999999,Queens County,1079600,1070900,1067600,1076000,1087300,1087500,1081300,1075200,1074500,1079300,1092900,1103700
14,11235,New York,NY,40.583803,-73.95019,Kings County,803700,805900,807900,812700,817900,820400,819600,820600,826300,828200,820200,812500
15,60647,Chicago,IL,41.921126,-87.70085,Cook County,476600,477200,475200,474700,476100,477200,476400,475300,476200,476500,474900,474800
16,90250,Hawthorne,CA,33.914614,-118.35092,Los Angeles County,599700,605900,611600,614200,617300,621000,625700,631100,636600,642800,648400,652100
17,37211,Nashville,TN,36.079259,-86.72584,Davidson County,256400,260200,263000,264400,265600,266600,267700,268500,270100,272000,273400,274300
18,60618,Chicago,IL,41.945681,-87.7048,Cook County,461300,465900,469400,470500,472700,473300,470300,466800,465700,465700,464900,464500
19,10011,New York,NY,40.741012,-74.00012,New York County,11946900,11704200,11241000,11010500,11271900,11562900,11499900,11372200,11173800,10683700,10256900,10161000
20,77573,League City,TX,29.502759,-95.08906,Galveston County,255300,258500,261000,262500,263700,264800,265700,267100,268400,269000,269400,270100
21,77584,Pearland,TX,29.543653999999997,-95.34036,Brazoria County,252300,254100,255900,257300,259200,261200,262500,263000,263000,263500,264700,265800
22,10128,New York,NY,40.781894,-73.95039,New York County,7406800,7456800,7494200,7529400,7534400,7494600,7417200,7395700,7265400,6917500,6562400,6429200
23,11201,New York,NY,40.695285999999996,-73.98907,Kings County,5181400,5177700,5181700,5127900,5062400,4995700,4918200,4887200,4838900,4731400,4625300,4581900
24,20002,Washington,DC,38.901811,-76.99096999999999,District of Columbia,678400,681500,684800,687700,691700,697300,702900,707100,712200,717600,721000,722900
25,78130,New Braunfels,TX,29.699844,-98.10754,Comal County,216900,219300,221500,223100,225400,227100,227600,227900,228600,228700,228600,229000
26,28269,Charlotte,NC,35.329235,-80.80485999999999,Mecklenburg County,193500,195900,197600,198300,198700,199500,200800,202300,204200,206600,208700,210100
27,78613,Cedar Park,TX,30.501271999999997,-97.83086999999999,Williamson County,295700,296700,297500,297500,297300,297200,297000,297100,297800,299200,301500,304000
28,78572,Mission,TX,26.234416999999997,-98.34205,Hidalgo County,100500,102300,104400,105700,106600,107100,107200,107300,107700,107900,108200,108600
29,94565,Pittsburg,CA,38.017917,-121.90502,Contra Costa County,408400,412800,417700,421600,425900,429100,430200,429400,429400,428600,426100,423700
30,79912,El Paso,TX,31.848055,-106.54486999999999,El Paso County,185000,185900,187200,188600,189800,190500,190600,190600,191100,191300,190800,190400
31,30349,Riverdale,GA,33.61541,-84.49033,Clayton County,124900,126300,126600,127200,128000,128100,127700,127700,128400,129500,131000,131900
32,90046,Los Angeles,CA,34.098908,-118.36241000000001,Los Angeles County,1931000,1935600,1932400,1935400,1941500,1948700,1938000,1916500,1899600,1894800,1892600,1893500
33,20009,Washington,DC,38.919211,-77.03777,District of Columbia,1063200,1072300,1073500,1065900,1071200,1087400,1094300,1089800,1089600,1086400,1076800,1069200
34,75052,Grand Prairie,TX,32.675604,-97.02346,Dallas County,195700,198700,201400,203300,204800,206100,207300,208300,209300,211200,214000,216500
35,37042,Clarksville,TN,36.58068,-87.4056,Montgomery County,127400,128900,129800,130400,131200,132200,133000,133700,134600,135900,137200,138100
36,77433,Cypress,TX,29.884175,-95.72219,Harris County,250100,251300,252500,253600,254500,254900,254900,254900,254700,254600,254700,255300
37,73099,Yukon,OK,35.506204,-97.74814,Canadian County,160500,161500,162500,163000,163300,163800,164800,165800,166400,166500,166700,167100
38,10462,New York,NY,40.842172999999995,-73.85862,Bronx County,443600,445400,448500,453300,457300,461800,468500,474100,477900,482300,486300,489000
39,10456,New York,NY,40.829676,-73.90856,Bronx County,372800,381400,389800,397000,400900,399000,396600,401800,411800,424200,438000,449600
40,77429,Cypress,TX,29.982746000000002,-95.66597,Harris County,242000,242900,243600,244600,245600,245800,245900,245800,245300,245600,246700,247700
41,77479,Sugar Land,TX,29.573345,-95.63213,Fort Bend County,366500,368000,369100,369800,370600,370800,370100,370000,369100,367600,367800,369500
42,30044,Lawrenceville,GA,33.91967,-84.07481999999999,Gwinnett County,179300,181300,182600,183800,185600,187700,189200,190100,191300,193400,195400,196800
43,63376,Saint Peters,MO,38.778579,-90.62045,Saint Charles County,190300,190900,191800,193000,194400,195600,197000,198800,200500,201800,202700,203400
44,60613,Chicago,IL,41.953256,-87.6629,Cook County,1056300,1061400,1060800,1057400,1055300,1054300,1051200,1047500,1044800,1044000,1044000,1045800
45,77036,Houston,TX,29.70053,-95.53514,Harris County,179600,185800,192300,195100,197000,200300,203200,204400,205300,206400,207300,208500
46,10463,New York,NY,40.881085999999996,-73.90749,Bronx County,744500,760200,771600,779100,784900,790200,793000,793100,792700,795700,799900,802300
47,30043,Lawrenceville,GA,34.001159,-84.01487,Gwinnett County,224300,226300,227200,227900,229500,231100,231900,231900,232500,234700,237100,238400
48,11212,New York,NY,40.662191,-73.91328,Kings County,420900,425100,425300,427000,430100,433000,436800,442200,448600,454900,457600,457900
49,11230,New York,NY,40.622994,-73.96427,Kings County,1122100,1151500,1176600,1199000,1219600,1235900,1249600,1265900,1278100,1282600,1279800,1278300
50,60625,Chicago,IL,41.971614,-87.70255999999999,Cook County,466100,465500,464000,462700,463600,463000,459900,457900,457000,453800,450300,449000
51,11209,New York,NY,40.62327,-74.0295,Kings County,1013400,1011000,1006200,1006600,1012000,1018000,1022300,1029700,1042600,1057100,1066000,1068700
52,60629,Chicago,IL,41.777482,-87.71155,Cook County,164200,164800,164900,165600,166600,167000,167200,167700,168400,169500,170600,171200
53,28277,Charlotte,NC,35.054546,-80.81792,Mecklenburg County,356800,359200,360900,361200,361000,360400,359800,359900,361100,362700,364100,365300
54,7030,Hoboken,NJ,40.744851000000004,-74.03294,Hudson County,1830000,1831900,1828300,1817600,1809900,1795500,1767600,1746900,1746400,1752800,1756800,1759500
55,78245,San Antonio,TX,29.412338000000002,-98.70484,Bexar County,165800,167300,168200,168500,168900,169700,170600,171600,172600,173800,174800,175600
56,75287,Dallas,TX,32.998785999999996,-96.84436,Dallas County,328200,330800,332500,334500,338000,340500,340800,339700,337400,336300,338600,342200
57,78704,Austin,TX,30.246309000000004,-97.76087,Travis County,541600,549000,555900,560000,563500,567600,572300,577700,580500,585800,594100,599800
58,85032,Phoenix,AZ,33.624140000000004,-112.00416000000001,Maricopa County,261800,263200,264600,266000,267300,269300,271600,273700,275800,278500,281000,282700
59,60610,Chicago,IL,41.898582,-87.6371,Cook County,1058600,1057100,1052700,1051900,1054000,1055700,1056000,1057500,1058300,1054700,1050900,1052400
60,11221,New York,NY,40.691234,-73.92636999999999,Kings County,1002200,1022800,1040100,1044000,1045100,1044500,1056000,1065400,1075000,1096500,1123000,1128400
61,33160,Sunny Isles Beach,FL,25.941535000000002,-80.13861,Miami-Dade County,1495100,1467700,1444100,1424500,1403300,1385000,1368500,1353400,1342400,1338900,1331900,1328200
62,23464,Virginia Beach,VA,36.799284,-76.17766999999999,Virginia Beach City,252900,252800,252700,252900,253800,254400,255100,256000,256900,257800,259200,260800
63,77077,Houston,TX,29.750897,-95.61255,Harris County,311400,313700,316000,317100,316800,315600,315200,315500,315000,315000,315400,315500
64,30096,Duluth,GA,33.979401,-84.15118000000001,Gwinnett County,215600,218400,220000,221100,223300,225600,227400,228500,230000,232400,234700,236200
65,21234,Parkville,MD,39.385006,-76.54177,Baltimore County,197400,199400,202000,203800,205100,206100,207300,208800,210400,211600,212000,212300
66,75243,Dallas,TX,32.912225,-96.73688,Dallas County,289700,293200,294700,295900,297500,299100,300200,301200,302700,305100,310000,315200
67,98052,Redmond,WA,47.677471000000004,-122.12138,King County,900300,909700,911000,910400,914600,917100,912800,909300,908300,903300,897700,898400
68,11214,New York,NY,40.598994,-73.99611,Kings County,826600,831500,837100,842300,848400,852700,852800,852300,856600,859800,855400,849700
69,78521,Brownsville,TX,25.918758,-97.42739,Cameron County,68800,69400,70100,71100,72300,72700,72500,73100,74100,74900,75300,75300
70,94501,Alameda,CA,37.769528,-122.25936999999999,Alameda County,1019000,1032400,1039900,1042000,1038100,1030700,1023200,1015500,1010400,1013200,1020000,1027600
71,77379,Spring,TX,30.024749,-95.53215,Harris County,243600,244900,245900,247000,247900,248300,248900,250000,250800,251300,252200,253600
72,8701,Lakewood,NJ,40.082782,-74.2094,Ocean County,416600,414400,411900,410900,411000,412200,414600,416300,416000,416100,416900,417200
73,78666,San Marcos,TX,29.876944,-97.94668,Hays County,198600,201900,205600,207500,208900,210300,211600,211700,211800,211600,211200,211000
74,30024,Suwanee,GA,34.052698,-84.07485,Gwinnett County,339300,342500,344200,345500,346900,347700,348100,348500,349500,352200,355100,356700
75,11229,New York,NY,40.599256,-73.94118,Kings County,748100,761400,772800,777500,778800,779800,780900,782600,787000,791000,791100,789600
76,33411,Royal Palm Beach,FL,26.719596000000003,-80.22077,Palm Beach County,309000,311100,311700,312300,313300,314800,316400,317700,318700,319600,320600,322000
77,78745,Austin,TX,30.207559000000003,-97.79575,Travis County,291200,293000,294600,295900,297600,299300,300800,302900,305600,308600,312300,315400
78,60619,Chicago,IL,41.744834000000004,-87.60444,Cook County,128700,130000,131600,132900,133100,131900,132100,133600,134100,133400,133000,133100
79,94110,San Francisco,CA,37.74873,-122.41545,San Francisco County,1532100,1547100,1566500,1592600,1625200,1645500,1651200,1653600,1656100,1654100,1643000,1637100
80,33025,Miramar,FL,25.990494,-80.27326,Broward County,293200,296700,299100,300900,303500,306300,308100,309400,310700,312400,315100,317700
81,90034,Los Angeles,CA,34.030559999999994,-118.39804,Los Angeles County,1375700,1394600,1409200,1417600,1422100,1423900,1424600,1428400,1432300,1432200,1419600,1407400
82,33139,Miami Beach,FL,25.784276000000002,-80.14126,Miami-Dade County,2952200,2964100,2972900,2998000,3072900,3158200,3247700,3256800,3226200,3235400,3287900,3323100
83,44107,Lakewood,OH,41.480881,-81.80036,Cuyahoga County,173100,174700,175600,177100,179200,180600,181700,183900,186100,188000,190000,191800
84,28027,Concord,NC,35.405636,-80.63823000000001,Cabarrus County,213500,215000,216300,217400,218400,219900,222300,224300,225900,227800,229500,230200
85,75067,Lewisville,TX,33.020118,-97.00771,Denton County,236300,238900,241700,243300,244700,246100,247100,247300,247800,249200,251000,252700
86,23462,Virginia Beach,VA,36.839648,-76.15177,Virginia Beach City,192700,193300,194000,194700,195800,196500,196900,196700,196500,196500,196900,197900
87,11377,New York,NY,40.742869,-73.90377,Queens County,744600,745300,747800,752000,757400,760200,761100,761100,762700,767700,773800,777200
88,2169,Quincy,MA,42.250739,-70.99593,Norfolk County,435700,442500,447900,451400,455200,459300,461900,463900,466400,469800,471900,473500
89,48197,Ypsilanti,MI,42.223482000000004,-83.63316,Washtenaw County,203900,206300,208200,210400,213900,216800,218200,219700,221100,222400,223800,224400
90,66062,Olathe,KS,38.860510999999995,-94.77580999999999,Johnson County,249500,251300,253000,254600,256600,258400,259400,259600,259700,260000,260600,261000
91,44035,Elyria,OH,41.369846,-82.10874,Lorain County,90000,90400,90700,91500,92200,92700,93700,95200,97200,99200,100900,102000
92,90044,Los Angeles,CA,33.953814,-118.29158000000001,Los Angeles County,407000,412500,416300,418200,419200,419800,420700,422600,424900,426700,427700,428500
93,95630,Folsom,CA,38.672127,-121.15783,Sacramento County,540500,543000,542400,542200,544300,548700,553500,556100,556200,556600,558300,560400
94,90805,Long Beach,CA,33.865916,-118.18361999999999,Los Angeles County,448500,451800,453700,455000,456400,457700,458900,459700,460900,463200,465000,465900
95,85710,Tucson,AZ,32.213291,-110.82558999999999,Pima County,176900,178200,179500,180300,180600,180200,180200,181000,182200,182900,182700,182300
96,90650,Norwalk,CA,33.906914,-118.08339,Los Angeles County,473400,476700,478000,478200,478300,478800,479200,479900,480700,481700,482600,483500
97,60611,Chicago,IL,41.904666999999996,-87.62504,Cook County,1504200,1520400,1521300,1508000,1498200,1495000,1502500,1519300,1519600,1511200,1519600,1534200
98,92683,Westminster,CA,33.751418,-117.99391999999999,Orange County,644400,648100,650600,652300,655700,660400,664700,668400,670100,672200,675400,678900
99,11234,New York,NY,40.618561,-73.9216,Kings County,578900,585800,591900,594500,598700,604000,606600,607900,612200,618300,622300,623600
100,11355,New York,NY,40.749463,-73.81940999999999,Queens County,870800,872500,874400,878800,888000,897600,902800,902600,903800,906700,908300,908300
101,37075,Hendersonville,TN,36.311046999999995,-86.61173000000001,Sumner County,275000,276800,277500,278100,279700,282300,284500,285100,285700,287600,289600,290200
102,10314,New York,NY,40.606336999999996,-74.14513000000001,Richmond County,535700,538300,541000,546600,552300,555400,556100,555900,557300,563100,569400,571600
103,30281,Stockbridge,GA,33.547578,-84.21809,Henry County,149300,150800,152500,153300,153900,154600,155600,156800,158800,161200,163500,164900
104,11211,New York,NY,40.71209,-73.95427,Kings County,1503400,1555900,1602300,1624300,1607400,1572900,1547300,1522400,1504900,1495100,1488300,1494500
105,11215,New York,NY,40.667508000000005,-73.9856,Kings County,2279600,2252500,2232500,2236300,2240000,2233500,2231400,2261800,2277000,2255300,2212900,2186800
106,90026,Los Angeles,CA,34.078509999999994,-118.26596,Los Angeles County,956000,963500,962200,962800,966000,973600,981300,986400,988900,991600,986600,979900
107,32210,Jacksonville,FL,30.268572,-81.73987,Duval County,129300,130300,130500,130900,131900,133200,134200,134700,135300,136600,138000,138900
108,94558,Napa,CA,38.337243,-122.30027,Napa County,660900,668700,675800,679400,680400,681400,683400,687000,689900,692300,694400,698000
109,85225,Chandler,AZ,33.316349,-111.83063999999999,Maricopa County,253400,256000,258000,259600,260900,262400,263700,264300,264700,265800,267000,268100
110,80134,Parker,CO,39.508608,-104.78031,Douglas County,469700,473600,475900,476200,476700,477700,478700,479200,479900,481500,482900,483500
111,87114,Albuquerque,NM,35.196446,-106.67336,Bernalillo County,214200,215600,216900,217800,218200,218500,219800,221700,223700,225400,227000,228200
112,91910,Chula Vista,CA,32.638653999999995,-117.06686,San Diego County,540600,546100,550200,551000,550400,550100,550500,552600,554700,556300,557100,557900
113,6010,Bristol,CT,41.682249,-72.93365,Hartford County,194200,194400,194500,194600,194500,194500,194600,194400,194000,193800,193700,194100
114,93722,Fresno,CA,36.801603,-119.88878000000001,Fresno County,236700,238800,239400,239900,241600,243400,244400,245200,246300,248100,250100,251600
115,78240,San Antonio,TX,29.518413,-98.60869,Bexar County,181800,183600,184900,185800,186500,187100,188000,188800,189000,189400,190300,191000
116,43081,Westerville,OH,40.109513,-82.91606,Franklin County,236800,238400,239800,241500,243200,244500,245400,246300,247200,248000,248200,248300
117,17603,Lancaster,PA,40.03263,-76.33328,Lancaster County,153300,154500,155700,156700,157800,159200,160500,161500,162400,163400,164200,164800
118,89108,Las Vegas,NV,36.205718,-115.22363,Clark County,198500,202200,205000,207800,211300,214600,217500,221200,225100,228600,231500,233500
119,85308,Glendale,AZ,33.657722,-112.17825,Maricopa County,283600,285300,286500,287400,288400,289900,291500,292300,292900,294200,295700,297000
120,85281,Tempe,AZ,33.426885,-111.92733,Maricopa County,253500,254800,256400,258600,260900,262400,263500,264100,264600,267100,270600,273000
121,87111,Albuquerque,NM,35.135303,-106.52223000000001,Bernalillo County,261100,263800,265900,266700,267200,268000,268000,267700,267800,269100,271100,272900
122,48180,Taylor,MI,42.231788,-83.26481,Wayne County,92800,93800,95000,96500,97600,98100,98600,99600,100500,101500,102400,102900
123,34787,Winter Garden,FL,28.536794,-81.59344,Orange County,302200,305700,308400,310800,313300,316100,318100,319400,319700,320000,321400,323700
124,97229,Portland,OR,45.540966999999995,-122.81728000000001,Multnomah County,561300,563800,566000,567100,568900,570800,571600,571500,571400,572300,575200,579100
125,94533,Fairfield,CA,38.269582,-122.03701000000001,Solano County,370300,374500,377600,379800,382500,385300,387100,388300,388900,389300,389700,390500
126,76063,Mansfield,TX,32.577009999999994,-97.13485,Tarrant County,262900,266400,268800,269700,270500,271700,272500,272600,273300,274800,276200,277300
127,15601,Greensburg,PA,40.298765,-79.54126,Westmoreland County,145000,145500,145900,146100,146800,147800,148400,148800,148800,148600,148500,148600
128,77459,Missouri City,TX,29.564346999999998,-95.54762,Fort Bend County,268100,269000,270000,271200,272200,272300,271800,271400,271200,271400,272000,272700
129,91709,Chino Hills,CA,33.975266999999995,-117.72305,San Bernardino County,679000,681500,684000,687900,692600,696200,699100,699800,698100,697600,699700,702100
130,95608,Carmichael,CA,38.628371,-121.32701999999999,Sacramento County,401700,404200,404700,406100,408600,411200,413600,415300,415900,416900,418500,420200
131,79938,El Paso,TX,31.852355,-106.09325,El Paso County,143700,144000,144400,144800,145000,145300,145800,146500,147400,148100,148400,148700
132,85364,Yuma,AZ,32.704499,-114.64643999999998,Yuma County,132700,132100,132200,132800,133700,134800,135600,136200,136600,136900,136800,136500
133,44060,Mentor,OH,41.688162,-81.33378,Lake County,177100,177900,178500,179100,180400,182100,183600,184900,185900,186900,187800,188000
134,11238,New York,NY,40.680145,-73.96257,Kings County,2803900,2845800,2873200,2883600,2887200,2867500,2845300,2842600,2808900,2733400,2663700,2631500
135,43123,Grove City,OH,39.88628,-83.07989,Franklin County,172800,173700,174900,176400,178100,179700,180500,181100,182200,183700,184700,185500
136,78577,Pharr,TX,26.201284,-98.18619,Hidalgo County,82700,84100,85800,87100,87900,88500,88900,88600,88900,89800,90100,90000
137,80013,Aurora,CO,39.659105,-104.7791,Arapahoe County,330300,334100,336800,338600,339900,340400,340400,341100,342400,343800,344900,346100
138,33024,Pembroke Pines,FL,26.023567,-80.23850999999999,Broward County,266200,269900,272200,273100,274900,277400,279000,280800,282900,285400,287900,289800
139,33908,Fort Myers,FL,26.502677000000002,-81.93052,Lee County,342600,344800,346900,348400,349700,351100,352400,352900,353400,355000,356400,356800
140,11385,New York,NY,40.703069,-73.89285,Queens County,635900,641100,646100,653000,660600,665000,666400,667600,669300,671300,673000,674300
141,75056,The Colony,TX,33.081421,-96.88956999999999,Denton County,271600,274100,276500,278600,281000,283400,284700,284800,284900,285900,287300,288400
142,98012,Bothell,WA,47.843109999999996,-122.20456999999999,Snohomish County,575900,585900,595200,603400,609000,612100,613600,612300,610800,612200,614500,617600
143,90066,Los Angeles,CA,34.002010999999996,-118.43083,Los Angeles County,1478100,1483500,1482300,1480100,1478100,1479900,1488100,1499500,1505800,1512600,1516900,1518500
144,20906,Silver Spring,MD,39.07737,-77.06433,Montgomery County,374500,378200,382000,383300,382900,382700,383400,385200,387600,388900,388800,389500
145,76028,Burleson,TX,32.535841,-97.30681,Johnson County,196900,199800,202600,204800,207100,209600,211500,212400,213700,216300,218800,220300
146,14850,Ithaca,NY,42.449453999999996,-76.49685,Tompkins County,245500,247400,247700,246100,244100,243500,244100,244900,245100,244900,244400,244600
147,33647,Tampa,FL,28.127972999999997,-82.36123,Hillsborough County,291400,293500,294900,295200,295600,296300,297300,298400,299700,300900,302100,303300
148,92677,Laguna Niguel,CA,33.531938000000004,-117.7025,Orange County,952200,953100,952300,953900,956600,957600,958400,959300,956400,952300,949600,949800
149,30040,Cumming,GA,34.235408,-84.17441,Forsyth County,287900,290300,291800,293400,295400,296700,297300,297900,299000,301100,302900,303900
150,27587,Wake Forest,NC,35.971540000000005,-78.52241,Wake County,299800,301600,302700,303100,303700,304400,305100,305500,306200,307600,309300,310900
151,44256,Medina,OH,41.139849,-81.85646,Medina County,214200,216200,218300,219900,221800,223400,223900,223500,223400,224000,225300,226500
152,2148,Malden,MA,42.428549,-71.06059,Middlesex County,460300,465000,467900,471000,475000,478100,479600,481000,482600,484800,487100,489600
153,65807,Springfield,MO,37.168434999999995,-93.31296999999999,Greene County,120700,122100,123400,124500,125800,127100,127900,128300,128400,128700,129600,130600
154,60620,Chicago,IL,41.740483000000005,-87.65281999999999,Cook County,129000,129900,131300,132900,134100,134500,134800,134000,131000,128200,126900,126700
155,11373,New York,NY,40.736076000000004,-73.87804,Queens County,766600,766700,765600,765500,767300,773100,782300,789200,794400,800400,806500,809600
156,95823,Sacramento,CA,38.477508,-121.44561000000002,Sacramento County,270500,272600,273000,272800,273000,274400,276200,277800,278400,278800,279600,280800
157,92336,Fontana,CA,34.125147,-117.45818,San Bernardino County,438200,440300,442000,444200,447100,450100,452500,453600,453700,454300,455900,457700
158,45011,Hamilton,OH,39.404856,-84.52271,Butler County,191200,192900,193900,194800,196400,198200,199200,200300,202400,205000,207300,209300
159,77845,College Station,TX,30.571904999999997,-96.29881999999999,Brazos County,248100,249300,250400,251700,253300,254800,255700,255400,254700,254800,256300,257800
160,47906,West Lafayette,IN,40.461012,-86.93664,Tippecanoe County,207200,209600,212300,213700,214500,214400,213300,211600,210900,211100,211400,211600
161,27410,Greensboro,NC,36.116854,-79.88291,Guilford County,217800,220000,221600,222700,223700,225100,226600,228200,229600,231000,232400,233300
162,65203,Columbia,MO,38.925204,-92.36887,Boone County,214000,216900,220000,222300,225100,228100,229200,228500,227000,225800,225200,225000
163,30188,Woodstock,GA,34.108027,-84.4843,Cherokee County,224200,226700,228800,230900,232600,234000,235100,236300,238000,240400,242900,244500
164,92345,Hesperia,CA,34.399992,-117.33998999999999,San Bernardino County,239500,242000,243900,245500,247600,249900,252000,253100,253200,253300,253800,254200
165,89121,Las Vegas,NV,36.121972,-115.0903,Clark County,199600,203100,205300,207000,209800,213000,216800,221400,226100,230000,233000,234700
166,46307,Crown Point,IN,41.418873,-87.34298000000001,Lake County,209200,210900,213000,214600,217200,220000,222000,223700,225800,227900,229500,230900
167,7302,Jersey City,NJ,40.721602000000004,-74.04703,Hudson County,1430600,1420000,1407400,1398700,1394600,1389000,1382200,1372300,1364900,1370600,1383900,1388300
168,92804,Anaheim,CA,33.818165,-117.97304,Orange County,567000,570000,571900,573400,575300,577300,579100,580700,580100,580600,583000,586000
169,8753,Toms River,NJ,39.974584,-74.15141,Ocean County,264100,264400,265400,267000,269000,270700,272500,273900,275100,277200,279200,280300
170,77450,Cinco Ranch,TX,29.758799,-95.74750999999999,Fort Bend County,253800,255100,256100,257100,257800,258500,259900,261300,261800,261200,260600,260700
171,99301,Pasco,WA,46.270249,-119.09461999999999,Franklin County,220000,220700,220100,220200,221500,223700,225900,227700,229800,232600,236200,238400
172,60634,Chicago,IL,41.944454,-87.79654000000001,Cook County,262600,266200,269000,271200,273300,273900,273500,273100,273900,274400,274500,275100
173,92126,San Diego,CA,32.914346,-117.14116000000001,San Diego County,604800,610700,613600,613300,611900,610900,611800,615100,617300,618800,621100,623000
174,27406,Greensboro,NC,36.022863,-79.77895,Guilford County,109400,110200,111100,111800,112100,112300,113000,114300,115500,116400,117500,118000
175,75228,Dallas,TX,32.825227000000005,-96.67955,Dallas County,170200,174400,178100,180800,183400,185300,186500,188000,189700,192000,196100,200400
176,92503,Riverside,CA,33.91355,-117.46051999999999,Riverside County,375500,379200,380600,381200,383600,387500,391000,394300,396000,395300,394600,395800
177,33009,Hallandale,FL,25.987069,-80.15004,Broward County,244000,249000,252300,253000,254400,257900,261400,263700,265400,267800,270700,272700
178,43130,Lancaster,OH,39.712887,-82.61216,Fairfield County,129300,130500,131100,131300,131700,132100,132400,133100,134200,134900,135500,136100
179,20011,Washington,DC,38.95211,-77.02096999999999,District of Columbia,592400,609200,621400,624800,625900,626900,627500,627900,630400,636100,641400,644100
180,98103,Seattle,WA,47.671346,-122.34166,King County,855500,861700,862700,862300,863000,860400,852900,845900,841900,835100,826100,823100
181,28314,Fayetteville,NC,35.060087,-79.00848,Cumberland County,116600,116200,115900,115800,115800,116200,116600,116700,116900,117200,117200,117300
182,76244,Fort Worth,TX,32.771419,-97.291484,Tarrant County,250600,252200,252600,252300,252800,253600,254500,255600,256900,258200,260000,261700
183,29732,Rock Hill,SC,34.969427,-81.0509,York County,181600,182100,182200,182800,182900,182000,180900,181100,183000,186200,189200,190900
184,90019,Los Angeles,CA,34.048411,-118.34015,Los Angeles County,1065300,1084500,1097800,1113200,1128100,1134900,1134600,1135300,1139100,1144800,1148600,1150700
185,11233,New York,NY,40.676938,-73.91858,Kings County,808000,827300,846000,858300,868800,872700,869000,868000,876600,888700,891900,888000
186,27610,Raleigh,NC,35.767829,-78.5861,Wake County,163200,165300,167100,168200,169800,171700,173000,174300,175800,177500,179500,181300
187,60016,Des Plaines,IL,42.047178,-87.89058,Cook County,266700,268700,269800,270100,270600,270800,270500,270200,269700,269300,269300,270000
188,91911,Chula Vista,CA,32.608799,-117.0607,San Diego County,475200,482000,487200,489000,489500,490400,491800,493700,494700,495600,496400,497000
189,78641,Leander,TX,30.547001,-97.87006,Williamson County,251800,252800,253600,254700,256000,256800,256900,256900,257100,257500,258500,259800
190,77095,Houston,TX,29.896656,-95.64842,Harris County,213600,216100,218600,220200,221200,221200,220800,220700,221100,222000,223300,224500
191,87120,Albuquerque,NM,35.146144,-106.70851,Bernalillo County,193400,193800,194200,194600,195000,195500,196300,197100,198000,199600,201200,202200
192,28078,Huntersville,NC,35.409544,-80.86362,Mecklenburg County,293100,295000,296400,297200,297600,296900,296300,296500,297400,298800,300300,301500
193,21740,Hagerstown,MD,39.633946,-77.73025,Washington County,153900,156100,157800,159000,160200,161300,161700,161000,159700,158900,159200,160000
194,22191,Woodbridge,VA,38.63275,-77.26786,Prince William County,304700,308200,310500,311400,312300,313400,314600,315300,315900,317200,319200,320900
195,40475,Richmond,KY,37.745999,-84.28433000000001,Madison County,165200,165200,165200,166000,167300,168400,168700,168900,169900,170900,171100,171100
196,94536,Fremont,CA,37.562218,-121.99433,Alameda County,1023100,1044500,1058400,1069000,1085100,1101100,1111600,1121500,1132200,1142100,1147200,1150900
197,34135,Bonita Springs,FL,26.348522999999997,-81.77391,Lee County,351700,352600,353500,355000,356100,356500,356700,357000,357500,358900,360300,360600
198,7002,Bayonne,NJ,40.666552,-74.11768000000001,Hudson County,353900,361800,368100,369800,370500,371100,372900,375800,378700,379900,379500,378400
